,wind.speed,date
728,4.910983505,3/4/15 17:00
729,4.599155982,3/4/15 17:30
730,4.548891878,3/4/15 18:00
731,4.278197112,3/4/15 18:30
732,3.925442701,3/4/15 19:00
733,3.7803464630000003,3/4/15 19:30
734,3.55829097,3/4/15 20:00
735,3.2773212,3/4/15 20:30
736,3.0817846089999996,3/4/15 21:00
737,3.284204561,3/4/15 21:30
738,3.694738066,3/4/15 22:00
739,2.976085008,3/4/15 22:30
740,3.1881171160000004,3/4/15 23:00
741,3.614003784,3/4/15 23:30
742,3.436698875,3/5/15 0:00
743,3.06113197,3/5/15 0:30
744,3.436225555,3/5/15 1:00
745,3.4652544439999997,3/5/15 1:30
